sentiment,message
1,"What is wrong with your delivery system?! When I log in it gives me a dirty, great big error message! This happens at least once a week. This time you've gone to far! You'll be hearing from the ombudsman, you can count on it.

Sincerely,
Margaret Jefferson"
5,"Good morning,

Can you please close my account? I am moving to Norway and won't have need of your service there.

Regards,
Margaret Jefferson"
1,Can you please refund me the correct amount? I'm having a problem with your payments system. Even though I've cancelled my order through shopping cart you guys still charged my credit card..
4,"Do you deliver internationally? I live in Russian Federation and would really like to order David Allen's Getting Things Done as I can't find it anywhere here.

Thanks"
4,"Good morning,

I just want someone to help me wash the dog, that's all. I'm having a problem with your payments system. When I log in it gives me a dirty, great big error message! This happens every week..

Thank you for all your help so far, your staff have been a delight!

Thank you,
Margaret Jefferson"
4,"Hello,

When I log in it gives me a dirty, great big error message! This happens at least once a week. Could somebody please help me, I'm completely lost and don't know what to do next.

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Sincerely,
A satisfied customer"
1,"Why does your website have to be so damn complicated? All I want to do is make a payment, is that really so hard? Fix it before I call the relevant authority.

Art Vandelay"
2,"To Whom It May Concern:

Your payments system is terrible. When I log in it gives me a dirty, great big error message! This happens every time. I've had it up to here with you dickheads. One more problem and I'm outa here!

Thank you for all your help so far, your staff have been a delight!

Remi Francis"
4,"Hello,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your website. Even though I've cancelled my order through delivery system you guys still charged my credit card..

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thank you,
Margaret Jefferson"
3,"To Whom It May Concern:

Can you please refund me the correct amount? I'm having a problem with your contact center. I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right?."
5,"Good afternoon,

Can someone tell me how I go about placing an order?

Thank you,
Pratap Chintoju"
3,"Hi,

Do you deliver internationally? I live in Congo and would really like to order Danielle Steel's Wanderlust as I can't find it anywhere here.

Cheers,
Jane"
1,"

Your delivery system is terrible. When I log in it gives me a dirty, great big error message! This happens most days. If you don't fix this immediately I won't hesitate to report you to my lawyer.

Thanks"
5,How much does shipping on Danielle Steel's Wanderlust and How to Win Friend and Influence People cost? Are you able to bundle them together?
2,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

For some reason I can't seem to log into your online store. Even though I've cancelled my order through online store you guys still charged my credit card. Could somebody please help me, I'm completely lost and don't know what to do next.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Pratap Chintoju"
1,"Why does your payments system have to be so damn complicated? All I want to do is browse, is that really so hard? Fix it before I call the ombudsman.

Kel Varnsen"
1,"I just want someone to help me buy an item, that's all. I'm having a problem with your delivery system. Even though I've cancelled my order through contact center you guys still charged my credit card..

Remi Francis"
1,"

I am unhappy with your delivery system. When I log in it gives me a dirty, great big error message! This happens every day."
2,"To Whom It May Concern:

My order for A Tale of Two Cities by Dickins still hasn't arrived. Can you please give me an update on the status of it?

Thank you for all your help so far, your staff have been a delight!

Amber"
2,"To Whom It May Concern:

My order for Gullivers Travels still hasn't arrived. Can you please give me an update on the status of it?

Sincerely,
Walter Cronkite"
